session_duration,cart_value,product_views,return_velocity,scroll_changes,revisit_count,add_to_cart,remove_from_cart,checkout_visits,hover_time,comparison_clicks,wishlist_actions,target
15,4710,69,4.821579833554781,26,7,7,8,0,471,5,5,1
35,632,15,2.864434726983248,39,14,1,2,3,85,3,7,0
57,11467,94,7.09617359410475,45,19,6,2,0,65,18,4,1
52,12196,67,5.336341350033766,39,0,0,3,1,256,5,3,0
5,4597,28,0.9262054666110497,17,9,6,3,1,45,7,9,1
55,3952,63,5.998733314644317,13,17,5,3,2,3,15,6,1
5,3504,94,1.362619323800841,32,2,7,9,4,461,0,6,2
20,2868,3,0.02749779321186918,45,2,1,7,4,483,19,6,2
15,11216,52,1.4626186905330985,21,7,7,7,4,207,10,2,2
18,2755,44,0.04296842897533293,28,8,4,0,1,161,17,1,1
47,2240,60,9.879649362993595,15,4,3,5,4,218,12,0,2
2,7824,58,6.338018936588142,46,13,9,2,0,272,17,7,1
29,673,95,6.255133799780113,31,12,9,6,4,476,11,3,1
13,1665,14,9.332220470865096,39,17,9,5,1,52,10,1,1
4,13358,6,1.27538569361892,9,15,8,6,0,497,10,2,1
42,10097,19,0.2763526307668751,36,17,6,7,1,254,4,3,1
45,536,62,6.825940039602249,31,17,4,6,3,490,3,4,0
10,11373,5,6.178344561815154,29,10,6,0,2,323,7,1,1
31,10795,49,9.046866867854972,4,3,7,6,4,223,19,6,2
41,10754,51,3.2320248604432433,49,8,0,1,2,346,15,1,1
8,3689,26,5.525028273588769,36,9,8,9,1,60,7,8,1
3,14390,56,5.646284537522099,37,9,5,3,0,497,4,7,1
48,1498,18,2.5659334696443903,29,13,0,4,3,310,13,9,1
46,9846,45,3.6004272099332058,24,1,4,2,2,359,8,3,0
9,7791,95,3.4842709438678865,16,19,5,5,4,187,13,2,2
30,11043,82,8.44459235751535,43,13,6,2,3,145,4,5,2
53,14026,9,3.755207603484354,12,3,4,0,0,494,4,6,0
11,11221,90,6.231176333162636,48,13,7,6,4,303,15,8,2
35,13149,2,3.7388451622232166,42,4,8,3,2,24,12,8,0
37,12119,96,0.8487902508121326,31,5,3,2,3,221,19,2,2
42,12213,42,9.257799377648094,13,1,6,7,2,327,14,8,0
13,13850,70,0.7869338754523458,29,4,6,4,0,211,15,0,0
36,3366,84,0.10067731046245476,39,14,1,4,1,309,14,1,1
56,6508,72,2.7111869861193894,44,7,8,5,2,9,15,4,1
13,14942,68,2.7763487578495125,28,5,5,6,1,445,13,0,0
12,10985,89,2.90260395668019,27,16,2,9,1,278,8,8,1
37,11236,31,8.015874438578761,38,6,1,8,1,78,18,9,1
10,3597,19,2.868976630565899,27,4,0,7,4,13,11,5,2
56,12363,71,6.3105741763805545,19,16,8,5,2,0,16,2,1
9,5056,47,0.07452737795864639,10,9,2,4,0,333,18,4,1
52,2074,37,8.924486288970025,3,16,5,0,2,195,3,8,0
7,9158,94,2.5995273835022257,32,5,8,7,3,444,12,3,2
2,13510,91,5.375489001987144,13,11,9,3,2,267,2,1,0
54,9345,81,5.68318140937219,5,19,0,2,1,262,13,4,1
56,5510,96,2.3991227735157263,36,11,5,5,4,484,12,0,2
23,7842,19,5.909873623493405,30,3,6,8,1,176,12,0,0
39,2634,89,8.669113310752044,26,4,9,9,3,320,7,9,2
40,7673,93,3.3113998340994524,21,6,7,7,3,312,18,5,2
39,14350,25,9.336984894370405,8,16,9,0,3,366,14,2,2
21,8319,53,2.346069339685858,14,10,0,8,2,415,12,4,1
23,3317,96,1.1790310753097655,2,15,7,3,2,440,18,9,1
29,2435,75,3.496729501320578,4,18,6,4,3,492,13,6,2
14,4776,4,8.925884384192269,17,14,3,5,2,94,16,3,1
26,11289,46,1.6137476758673241,1,2,8,7,4,447,9,6,2
51,6495,31,4.158558804722499,18,19,3,7,0,144,0,5,0
5,7429,36,6.242787770749024,42,6,2,6,1,76,16,7,1
55,13314,4,8.156748246643566,16,12,4,1,2,58,2,3,0
31,2257,2,9.050839940286561,49,0,9,7,4,293,13,8,2
25,14276,39,9.91857218444433,44,1,0,8,2,6,5,2,0
31,2791,97,8.452709556711461,18,16,0,1,3,118,10,7,2
50,6641,44,0.09501612218231537,2,5,9,6,1,174,2,6,0
20,3442,91,3.929080453516842,22,1,5,2,2,276,19,0,0
44,1655,90,8.542556927965666,46,16,5,5,3,324,9,3,1
55,375,19,9.760724187395166,20,9,3,9,3,419,8,1,1
17,2836,41,0.5952020845430928,34,10,2,9,3,122,0,9,2
45,11974,97,3.3985985899570093,2,6,8,2,1,78,2,9,0
2,14682,38,6.508796998984444,5,17,5,8,1,209,19,0,1
25,9639,74,4.0873212332695825,15,15,5,5,0,493,5,9,1
13,3189,65,1.5672883243693436,44,19,1,8,4,278,13,9,2
58,14843,35,8.994718430720965,14,18,0,8,2,154,10,6,1
39,7678,11,3.0423897197542713,42,4,9,7,4,107,15,6,2
28,8068,59,2.557659506318103,36,14,2,3,3,459,0,5,2
42,2272,78,5.716179620097394,29,16,8,5,3,420,11,7,2
55,11683,70,8.446954792880643,8,17,5,0,3,170,4,1,2
6,252,43,4.766513324611253,9,5,3,4,2,111,12,3,0
3,1704,89,1.1215349469366553,28,9,3,9,0,435,3,1,0
58,6901,87,4.479654617449488,11,11,5,2,3,292,18,9,2
35,7824,5,0.9900219894010909,38,5,8,8,2,489,14,1,0
18,14289,26,1.7386413401109369,37,19,0,2,3,478,11,6,2
11,10359,82,4.363257699698986,34,0,3,5,0,493,19,1,0
54,1926,32,1.1442455228478088,43,18,1,5,3,135,3,3,0
20,8538,47,6.700906882173121,7,4,4,8,3,230,9,6,2
5,5609,56,5.43862572740133,0,19,3,9,4,343,9,8,2
19,1470,85,3.432503725709395,41,12,6,4,4,56,1,7,0
22,11839,90,1.5906308719253526,46,17,2,7,3,328,1,4,2
59,5422,50,5.130177211035281,38,4,3,1,4,3,6,1,2
19,5228,99,7.983616696145298,8,13,2,2,3,51,15,8,2
47,5911,74,7.492809888177043,38,2,3,8,1,111,18,1,0
16,1791,58,9.724485973896655,25,7,0,7,3,202,5,3,1
24,6774,28,5.003556039012901,16,19,4,6,0,482,12,3,1
41,10442,95,6.315068208201464,41,2,6,7,3,6,12,2,2
4,10936,79,2.4357087237362274,13,7,8,6,1,54,14,3,1
15,3490,55,7.7189844409352295,0,16,4,1,1,379,17,5,1
25,2498,58,5.000565676427012,9,16,0,7,0,367,10,1,1
44,10573,40,4.726212697874016,37,10,6,2,3,77,8,2,2
55,9962,58,2.9880704218609466,12,3,7,3,1,22,8,2,0
35,136,72,3.1826082168898817,26,5,1,0,0,360,13,9,0
55,11708,46,2.0750661237532864,31,19,9,7,0,300,13,9,1
14,1727,74,9.455107973526486,37,6,4,7,1,116,17,4,1
49,2439,45,2.379626229395307,43,1,3,3,2,483,6,8,0
19,6260,10,0.3859088723241555,38,14,7,8,1,250,4,5,1
38,14525,82,4.225856018258005,14,18,8,3,4,373,13,2,2
36,1471,48,9.685365638141286,29,1,2,9,1,384,2,1,0
7,776,92,0.3035454527212089,42,2,4,9,1,388,17,2,0
30,5172,62,2.58257218855912,7,7,3,9,3,216,4,1,2
19,13855,28,2.5057084135570107,28,4,7,6,2,344,0,4,0
49,352,20,5.325067621647097,27,11,5,4,0,70,10,6,1
25,2964,88,7.564907141488487,5,11,6,5,4,479,2,6,2
16,1716,70,4.140920975963973,41,10,1,7,2,490,11,9,1
47,10308,41,3.2879287612758947,44,6,3,6,4,154,2,8,2
54,2331,96,2.8494493019247944,12,16,1,3,1,213,11,7,1
40,6533,6,9.175775829648632,47,8,5,2,2,202,6,5,1
51,860,11,9.406252290531523,36,2,1,2,3,432,1,8,0
8,3386,30,5.797271728164507,38,6,0,1,2,29,17,7,1
18,6401,3,8.807563562552055,11,16,2,2,0,218,18,2,1
28,7166,72,9.876979697048242,43,1,3,4,2,333,17,3,0
16,6934,33,5.657878451961999,38,11,5,2,3,89,8,3,2
52,492,54,2.977376808871528,38,10,0,3,0,447,3,3,0
19,11383,47,3.360420296712243,15,4,1,2,3,288,1,6,2
42,11834,83,6.123513436326952,40,5,0,2,4,87,11,2,2
17,8722,10,3.8109439629282438,1,5,7,3,3,146,7,6,2
45,12022,19,5.0992535017167775,21,10,4,1,4,222,12,6,2
13,1096,9,2.2971307623956716,19,9,3,5,3,404,11,2,1
7,7248,7,9.936345431539257,47,1,7,5,0,107,1,5,0
27,9383,61,1.919705491735093,42,18,5,1,0,4,19,7,1
10,1200,14,9.14024358629974,47,17,1,8,0,73,11,1,1
34,8393,2,8.689114906177702,21,14,2,3,3,217,13,3,2
36,10991,22,8.103919861501016,18,0,4,3,3,493,15,2,2
25,9184,60,9.370499564642694,1,13,8,6,3,64,16,9,2
6,14642,45,8.05727076932352,13,5,0,9,4,469,6,9,2
24,2360,20,3.5253235086474666,3,13,8,6,3,263,9,6,2
18,14514,26,1.6957378409785873,6,13,2,0,2,436,11,5,1
23,10080,59,5.038018484306263,21,10,6,0,1,351,4,8,1
6,2280,68,0.0545491717068014,45,9,8,5,4,397,15,4,2
29,5416,39,9.489153434366516,35,15,0,5,2,358,16,3,1
25,11388,23,8.561639077152792,0,6,0,9,4,82,2,1,2
55,12859,80,8.210625235499775,28,12,8,1,4,28,18,6,2
17,11976,25,3.573069294202017,35,6,0,6,2,150,9,0,1
46,1880,73,1.1481950399201601,26,19,7,0,1,166,12,0,1
24,11906,53,7.1111752717260845,18,2,2,4,3,175,3,4,2
11,12305,11,6.48130866310391,28,19,0,4,0,236,13,4,1
26,6533,25,8.232685479497366,12,9,0,4,3,67,1,9,2
51,9571,31,5.0944448901711015,2,15,6,0,1,224,15,5,1
34,4108,46,1.5137384639850437,35,6,4,5,0,451,1,2,0
28,7473,27,8.17752101132639,11,4,0,7,0,480,8,1,0
3,13886,63,7.022970147282978,24,8,0,8,4,187,19,8,2
11,3386,47,9.579479206548209,42,8,2,2,4,146,5,0,2
38,10973,14,0.8977464683615655,15,10,7,6,1,449,4,2,1
14,4617,23,5.8677412364418675,10,13,1,7,1,347,2,7,0
51,14993,16,6.364791941322501,26,3,5,7,0,340,17,2,0
26,2728,20,9.998979189279584,40,6,0,1,1,295,5,6,1
48,638,3,8.324554640269803,39,18,8,5,0,291,5,6,1
21,14094,6,3.1256052804981582,32,1,1,9,4,401,3,7,2
54,1880,29,4.727931997774433,2,8,6,0,1,100,7,1,1
56,6705,4,3.575051355075175,40,12,8,5,2,349,14,4,1
39,11818,65,9.178520856931533,21,19,5,1,3,180,18,1,2
30,2448,8,5.241237700772025,42,8,9,9,4,113,12,1,2
59,5507,48,9.017952248278926,39,3,9,5,1,202,12,5,0
8,7269,84,3.619430353938627,30,0,7,6,0,5,2,5,0
51,2060,16,1.7975512744505917,37,12,3,8,4,455,3,6,2
20,3191,47,5.415183401299901,30,11,6,8,3,190,5,2,2
48,7197,31,9.87143683754468,24,14,9,4,4,481,18,2,2
32,3662,96,6.284766032048682,37,13,0,2,4,123,17,1,2
22,5181,98,0.5502156044067341,25,17,6,5,3,366,10,6,2
59,5001,29,0.33760061832292076,13,15,4,3,1,122,4,7,1
7,2404,76,4.296555688077365,38,11,4,7,2,234,13,9,1
9,10792,68,0.3734058711914745,24,13,2,3,2,256,4,2,1
45,2585,43,1.0456257784816192,32,12,8,4,4,342,15,2,2
1,8028,34,7.534439751970443,19,4,1,9,4,158,12,1,2
29,10737,6,7.582629394798262,9,1,6,2,4,492,19,0,2
8,13564,49,1.846967905613205,27,11,7,1,3,488,16,0,2
56,8275,60,8.511095484252113,44,7,6,1,1,177,6,4,1
54,748,51,1.7557248288644944,17,5,5,4,3,23,6,3,0
4,10561,9,7.642436999461367,23,9,9,9,1,37,16,7,1
35,7990,5,6.024146099905079,44,9,6,2,1,173,10,8,1
59,14112,64,8.564842537728103,16,2,6,9,0,257,14,4,0
3,13847,16,7.53400105523286,47,0,8,3,1,23,1,5,0
54,3915,59,0.0033109601955005896,17,11,8,3,1,203,17,7,1
45,6379,56,0.6074176418496702,11,6,2,4,1,119,19,6,1
40,9843,65,0.32173729904624637,4,14,4,0,4,289,5,8,2
7,13013,84,8.335326701841458,22,13,0,5,1,378,10,9,1
27,13163,35,5.959324307572952,9,1,8,6,2,122,3,6,0
1,9594,10,9.680017645444098,14,1,2,6,0,370,12,2,0
27,2732,89,3.8848786960598627,8,1,1,5,3,331,9,6,2
16,8003,47,1.7886360280385938,37,19,7,5,4,44,10,0,2
38,10824,92,3.4003756917140415,8,10,8,3,1,314,19,0,1
7,1368,35,2.706949260792081,28,9,1,9,1,89,3,4,0
44,1873,62,8.48556727334702,14,2,6,4,2,89,4,8,0
23,11381,33,2.660041548863754,37,9,8,5,0,320,16,5,1
41,7120,15,1.3342955633502485,35,0,9,1,3,357,11,5,2
59,3727,85,3.3299469972043827,39,14,9,9,2,481,7,6,1
11,1266,35,7.977318089972107,43,15,5,9,3,114,3,7,0
42,2648,10,4.006891279517218,21,17,0,5,0,478,7,9,1
53,1650,80,6.151515253991625,34,5,0,4,2,372,11,9,0
33,2240,20,2.054751761342828,38,3,0,0,0,448,8,2,0
50,5602,8,0.7536379850031916,22,18,9,1,2,3,1,4,0
36,6108,95,2.3402237145930513,18,6,8,5,4,465,14,9,2
37,6522,8,8.198211277560121,16,4,8,0,1,468,3,9,0
41,5946,13,6.880232888278601,21,14,2,0,0,106,9,4,1
59,3620,88,0.8216115031621796,37,17,7,3,0,57,0,2,0
17,8028,76,2.1473989560985363,1,13,6,4,2,384,18,4,1
35,7225,59,2.3154106276749276,14,10,4,0,4,195,1,0,2
48,11946,81,2.8181555022130933,33,6,5,1,3,196,4,6,2
5,8912,47,6.599389254420075,30,9,7,0,2,200,7,0,1
48,5507,60,1.6507637971730627,10,10,3,2,0,2,5,7,1
32,2623,41,1.1809156535565712,9,6,9,7,2,9,17,9,1
3,4867,52,5.123870580113269,3,2,4,8,4,115,17,6,2
52,13188,76,3.2700655779984666,32,3,5,3,3,110,16,6,2
47,8462,54,2.2200409791507902,27,3,9,0,0,382,6,3,0
35,5744,36,1.7409288592953176,49,6,4,5,2,242,1,3,0
52,2519,77,2.6117971602248935,44,11,4,7,1,294,16,9,1
14,11071,99,0.3847282626175852,37,19,1,7,4,101,8,7,2
48,9708,69,3.1207125043450326,43,11,7,5,1,43,6,1,1
31,6177,13,3.8323550671035034,7,6,8,6,4,92,7,9,2
31,14620,72,2.257296889319994,31,8,3,6,0,375,1,3,0
17,7777,11,6.452619154187463,1,0,9,7,1,319,17,2,0
24,1038,8,8.5881796336562,35,12,0,8,3,96,13,7,1
52,5030,31,7.388335229192878,9,2,9,8,2,18,4,2,0
23,6452,62,1.9856374663042609,24,16,7,5,1,361,18,0,1
18,7043,12,1.306687305060873,37,1,7,7,0,404,16,2,0
50,14434,11,9.243761946826877,24,2,7,0,1,51,17,7,0
54,13772,17,4.544109717449976,18,19,4,9,3,197,6,4,2
14,10323,27,8.641331244830742,18,4,5,4,0,200,17,9,0
50,7711,77,6.517149796499133,21,3,5,0,2,230,1,7,0
15,8164,13,7.301970055792055,47,17,7,8,3,146,1,8,2
15,13852,86,1.9485395876313838,19,0,4,1,4,494,5,2,2
6,14804,44,7.930879260421207,34,9,1,1,1,212,11,7,1
27,3277,58,4.032878888815398,18,2,2,2,1,466,1,7,0
15,11063,88,3.6969401864377005,0,10,3,6,2,351,4,2,1
50,5451,30,6.160065123476167,13,2,3,7,3,304,7,7,2
36,5200,13,2.7693901107081844,14,0,8,4,1,303,14,7,0
55,3896,8,2.6968596633659048,48,12,1,1,0,53,10,4,1
8,2984,69,0.7845848819202927,14,15,4,8,0,381,2,8,0
15,10023,64,3.9630571846809435,10,19,6,2,0,76,4,9,1
3,1372,52,6.101314565737671,22,7,9,2,4,292,10,9,1
47,13728,6,2.6405157635086587,22,11,5,7,2,229,15,3,1
13,6507,71,8.948592023407134,34,12,4,3,3,209,1,7,2
41,1852,54,9.7529046681632,0,9,7,6,3,63,11,2,1
34,7770,22,1.4547629780006976,47,9,0,2,3,348,1,9,2
24,7530,63,5.2520830124562226,6,4,4,1,4,12,12,4,2
40,10248,94,3.0176200808897358,28,15,9,2,2,203,16,6,1
32,11779,79,3.935461497081434,33,13,4,1,2,13,17,9,1
32,13300,37,4.434263381720099,49,4,1,5,0,387,9,2,0
30,1791,56,4.507383614238005,36,12,6,4,4,125,1,3,0
52,12457,41,3.7747883255638834,47,5,7,5,4,397,17,3,2
49,9549,60,3.5705333427593864,9,7,3,5,4,184,11,7,2
13,8723,20,0.7709457246057416,43,2,5,3,2,194,16,1,0
1,5273,95,3.884399143294124,21,12,6,3,1,371,0,7,0
34,12557,69,9.884936531036386,39,10,5,4,4,237,16,9,2
15,10375,45,4.584523371469345,11,12,8,6,0,340,6,7,1
44,4005,58,3.7021476260700528,44,2,3,6,2,395,3,8,0
14,6146,76,7.612062317582455,11,15,6,2,1,406,4,0,1
57,6180,37,8.90177506465744,36,9,7,7,2,416,11,2,1
29,12646,94,6.624067467449491,33,11,3,0,3,449,1,1,2
34,10590,39,3.601585236363296,34,3,3,9,4,250,18,3,2
18,6256,3,4.040441256651899,3,18,4,7,4,123,0,3,2
54,6914,77,4.18513980931399,35,13,4,4,3,497,5,1,2
7,6784,75,1.0330635965130375,46,17,2,9,2,18,9,0,1
29,2204,74,5.372397778403881,34,6,6,7,3,168,5,6,2
55,5199,94,1.854154997429196,4,4,7,5,3,146,12,8,2
31,9476,73,6.680857695226531,12,7,4,7,0,241,3,9,0
25,536,94,7.58212192227295,5,9,3,6,2,483,0,5,0
38,4425,93,5.878875527897601,17,17,9,7,1,257,13,5,1
14,13218,38,2.784888563042578,34,12,3,2,0,235,8,5,1
8,13228,46,8.203718135505744,33,19,4,1,2,413,1,7,0
27,13604,49,2.0189231356117086,44,9,8,7,3,478,18,4,2
54,13007,34,2.1862173115969865,16,17,2,6,1,339,19,9,1
2,14792,26,1.3684419891724364,18,5,2,6,1,233,19,9,0
17,10691,2,7.595978842294979,48,13,6,9,1,262,10,7,1
37,7108,56,5.445829080142125,35,8,9,5,4,162,11,0,2
14,13669,7,1.0971705010304433,32,3,1,3,1,165,8,6,0
25,8913,36,5.9090293679376815,29,9,2,0,1,352,0,3,0
56,12005,40,8.5829325678445,43,6,5,8,4,180,19,2,2
30,8926,78,4.518433666018165,37,2,7,8,3,444,3,9,2
29,11304,91,8.305005450470365,31,9,6,0,4,280,11,6,2
20,2093,26,9.359827836863296,6,17,1,5,1,380,3,2,0
21,2775,84,2.6659244828831308,48,2,3,2,2,383,3,7,0
53,5961,99,5.643269388884051,7,11,6,8,1,463,14,9,1
22,2440,75,8.912919621102176,25,14,0,3,3,118,3,8,2
35,9701,90,6.0973976733263004,32,3,4,4,2,114,15,8,0
37,3916,99,4.356480233918881,44,18,3,8,4,221,16,5,2
16,9120,69,5.962881655933794,31,9,8,9,3,204,2,7,2
50,2381,16,7.4690894000249175,12,19,2,4,3,176,17,5,2
58,7563,75,2.7464737302865814,21,11,0,9,4,491,0,4,2
49,5922,97,1.4298980265528405,21,1,6,7,0,358,12,2,0
43,8828,9,1.8962165161121658,18,15,4,6,0,213,7,8,1
17,9694,22,7.272954175213804,1,18,9,7,1,389,11,0,1
16,9096,5,1.112059714634036,33,2,2,1,3,395,15,1,2
58,14424,84,3.2344389891386682,35,10,7,4,0,454,2,8,0
55,11573,43,8.337479467737474,20,6,5,5,2,422,15,7,1
2,6782,98,8.851566817650996,21,18,5,1,1,287,8,8,1
4,9143,30,9.679829306408683,30,15,9,9,0,6,5,5,1
21,10517,74,6.083163308294159,12,9,4,6,3,498,6,1,2
39,8197,32,2.3894320243252896,48,3,4,7,1,402,10,8,0
34,655,88,6.6521562203240965,46,9,0,4,1,140,14,9,1
30,11435,17,1.8907170114513627,46,4,5,0,0,151,4,5,0
6,8167,67,2.4058044489116517,42,12,0,9,1,409,19,3,1
17,5441,26,9.287324389696296,14,8,6,7,2,431,8,5,1
39,5143,12,0.09749659544280975,3,19,0,7,1,78,6,3,1
25,12615,37,5.493868479033171,25,6,7,9,4,46,19,4,2
5,10156,42,0.58331171638211,7,1,9,9,3,268,8,1,2
5,7500,57,2.227637359459851,39,18,9,5,3,488,8,1,2
20,6129,12,3.539407255599439,2,9,4,1,2,129,6,8,1
16,12641,46,1.0855453724803954,38,19,8,9,1,233,3,3,0
51,6918,97,0.34577544661066884,23,7,1,9,0,47,17,4,1
41,14441,27,3.5551785790078205,19,2,0,0,2,229,14,1,0
37,2194,78,5.1187401568508575,19,13,0,2,0,486,9,8,1
40,3578,7,8.067861510516984,42,7,7,8,2,134,16,2,1
9,3030,38,3.3797135364753936,49,9,6,0,0,462,18,7,1
5,10919,48,3.1095483882474886,26,16,5,6,1,78,2,5,0
42,8545,42,0.11388112618103019,16,17,3,4,1,457,3,6,0
57,3620,27,6.169717266367092,32,17,4,8,1,51,18,1,1
2,158,10,7.656283938979843,30,15,5,2,1,151,11,0,1
9,3802,42,0.03601367645456266,16,19,6,7,4,111,10,7,2
43,10013,58,0.056726083296329,6,15,7,3,3,174,9,0,2
36,2707,41,8.660307154095136,15,3,4,9,3,219,16,8,2
22,5210,9,2.775490823099105,34,17,8,2,1,55,13,3,1
22,13602,98,5.259461923608111,15,4,2,2,3,239,14,2,2
22,8556,46,6.589663484122161,15,1,3,4,2,77,9,6,0
34,1807,93,6.4469267486728885,32,4,8,9,4,140,15,3,0
55,13969,82,5.592832080510581,4,2,0,4,0,447,11,1,0
29,11506,54,2.006148568602708,5,11,3,7,3,276,17,6,2
38,2393,93,7.574508378936971,48,4,9,8,4,185,19,9,2
59,11579,94,5.688661110455245,12,17,0,5,0,234,7,5,1
46,2584,59,3.2205256913727,27,10,3,2,0,96,11,8,1
33,2835,13,6.923311311004676,17,16,4,2,4,133,18,3,2
18,10815,86,1.511270236880462,34,4,7,4,2,330,10,6,0
7,3555,16,3.667901468332173,15,0,3,8,2,141,8,0,0
1,1037,45,1.9814127469140275,16,16,0,8,1,471,0,7,0
33,977,32,3.6056400388628718,16,4,2,2,1,323,4,6,0
1,10996,40,5.540265263677092,35,3,2,0,3,390,17,5,2
24,8838,90,4.587312826932459,26,15,7,9,2,406,0,8,0
4,2562,95,5.709809172939942,40,6,7,0,1,118,13,5,1
4,11495,44,3.029374739455771,34,0,8,3,0,166,16,8,0
18,4593,83,0.9002006163630993,27,3,8,7,1,305,5,4,0
27,11870,98,1.1454427565770753,16,10,9,5,4,144,10,3,2
43,6235,47,3.6310133153999646,2,6,3,3,1,322,1,3,0
59,8081,70,4.196609399963295,31,8,1,6,3,179,6,2,2
32,11923,60,7.2086845060204086,43,13,9,5,2,113,9,2,1
33,2315,35,2.9182668646652674,6,4,3,5,2,77,18,6,0
28,12138,75,7.101432644394016,6,18,4,2,1,329,16,5,1
42,5826,60,6.0855882030847495,46,10,4,1,1,190,11,7,1
41,6047,37,2.8452369365058527,13,14,8,0,3,444,12,9,2
55,8521,22,9.757634826142276,8,16,1,4,2,302,14,5,1
36,13090,13,2.6727252458982353,43,18,3,2,2,192,9,1,1
6,1527,16,5.299846118650691,49,9,5,4,4,193,3,7,0
16,6387,90,8.412247965987184,48,7,7,9,0,172,10,0,1
34,1799,86,2.1719264972476724,4,1,2,9,3,174,8,4,0
23,13942,60,0.6786573273629737,16,19,9,0,3,349,18,2,2
50,12261,42,4.890933090581609,14,19,4,6,0,177,13,3,1
42,14503,13,6.178782360080173,12,16,9,9,1,337,0,7,0
24,11357,87,1.252930184311043,0,9,2,9,0,399,6,9,1
56,2245,63,1.072426566613125,23,16,5,3,3,394,3,1,2
49,8298,32,0.8183856049922444,14,10,8,2,0,93,11,2,1
13,7058,23,6.5744340166872135,42,3,1,6,3,210,13,6,2
56,4372,43,9.340409837402046,17,8,6,2,3,60,17,1,2
18,9521,32,9.246349888246035,16,1,6,3,3,218,2,6,2
54,12686,28,8.08507091834348,49,10,1,3,2,208,4,9,1
13,1923,33,3.7419311229993646,11,9,5,9,0,386,15,2,1
49,4084,26,5.713309712863499,16,4,4,4,0,493,15,9,0
37,10568,94,9.998738695703157,36,8,8,6,3,51,12,3,2
43,11235,81,8.332808602540918,13,11,4,9,3,127,18,4,2
39,8922,42,0.8664773630562572,35,16,4,4,2,61,15,0,1
42,8561,29,0.021587510389169395,40,12,2,9,4,119,16,5,2
17,12468,2,3.84465694837119,41,9,0,5,2,84,8,1,1
15,14083,34,0.26947625577798284,13,9,6,7,4,108,19,5,2
18,3871,38,7.613441054298772,43,8,1,2,4,282,12,5,2
23,13207,12,6.086835152275835,14,5,7,3,0,81,19,1,0
54,600,52,6.622724415078094,7,13,1,0,2,338,2,0,0
51,5706,21,9.238348701533281,7,3,8,5,3,57,18,7,2
30,8039,91,9.85223915025269,11,15,0,6,4,473,17,3,2
58,5707,40,3.22523059797137,27,13,4,2,2,260,7,0,1
34,13377,67,1.3958748334262017,5,8,6,2,4,295,16,6,2
58,13889,49,0.26412878653432337,36,5,2,2,1,474,7,9,0
4,2850,26,8.710045465098448,18,11,4,3,4,75,16,3,2
3,1412,52,2.8907431255792373,0,11,2,5,0,124,14,2,1
7,2253,62,0.33722489082466445,27,11,8,3,2,15,12,7,1
56,4836,69,5.970527783715847,20,13,7,2,2,236,17,6,1
18,708,61,4.010240094898116,47,16,5,4,0,383,14,6,1
42,11335,84,8.708197499640049,26,7,4,9,3,343,15,6,2
7,5204,46,1.0196984008301713,32,14,8,1,0,320,4,6,1
40,13987,72,5.9529083573634765,12,9,1,7,4,99,12,9,2
6,1763,92,7.897049094482362,44,12,2,2,1,243,18,9,1
22,3394,29,8.6601618206483,23,0,8,1,2,99,2,9,0
58,6024,50,0.7157180627275961,48,3,2,4,1,229,15,9,0
1,2097,2,7.827258457243525,45,19,5,8,4,349,19,9,2
4,10721,64,7.956161112231001,34,19,1,4,2,115,17,4,1
46,6122,66,2.618346141413369,34,15,5,7,2,46,14,0,1
49,12491,43,3.0104843253207725,21,14,6,9,0,62,13,7,1
52,11003,87,9.205940134892366,14,1,0,6,3,210,18,0,2
50,3285,10,6.276193938285771,8,1,1,7,4,165,10,6,2
43,1631,53,0.3046636208339193,1,1,6,9,2,71,0,9,0
29,14375,92,8.180913933944607,49,6,7,2,1,388,13,2,1
21,13466,83,9.708180576326898,23,11,8,5,2,273,5,7,1
26,4316,28,4.106987901907618,2,19,3,9,1,216,4,1,1
14,7484,95,7.521630654482477,28,9,5,5,2,425,19,9,1
9,3806,2,7.236133669523898,19,13,8,8,0,294,8,1,1
59,11366,29,4.017588280325851,32,13,5,1,3,397,17,9,2
47,7359,52,4.5346135618762275,7,10,4,5,0,22,9,0,1
12,4602,14,6.208613961080993,47,4,1,8,0,17,12,5,0
42,8967,28,1.741037091399541,27,0,7,7,4,486,6,1,2
51,14876,1,5.066182489836218,26,12,1,0,1,127,7,2,1
56,9946,59,3.357803151754762,17,17,2,6,3,472,1,9,2
51,12819,44,0.8421104368578958,13,7,7,2,4,7,18,3,2
6,5104,80,2.0050584463510432,3,8,5,4,0,486,15,5,1
20,12448,85,5.015197106894415,4,12,6,3,2,207,4,2,1
24,3644,78,9.076548767466901,43,4,9,3,3,110,19,0,2
27,13658,43,8.606529307861216,11,12,6,4,1,232,17,0,1
38,3918,17,9.176886463596574,31,2,5,8,1,194,7,1,0
8,8187,54,2.4446803982356413,38,12,3,9,3,150,6,5,2
1,7182,15,8.26803953958274,3,13,6,2,1,162,12,8,1
54,3543,48,3.434796412909671,39,9,4,5,3,452,10,1,2
49,5809,95,9.622740681631745,42,10,6,9,0,13,6,4,1
49,1147,46,2.605735861500232,20,14,6,1,1,82,19,3,1
24,10745,49,3.3176065338628136,14,19,7,0,1,359,19,4,1
47,9623,36,0.09220324484555897,48,19,7,7,0,210,11,5,1
7,12374,14,9.224902225709965,40,11,6,0,3,44,2,3,2
